Country Name,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Japan,JPN,249500,249426,249352,249278,249204,249130,249056,248982,248908,248834,248760,248850,248940,249030,249120,249210,249300,249390,249480,249570,249660,249616,249572,249528,249484,249440,249400,249350,249350,249350,249350,249350
Jordan,JOR,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975
Kazakhstan,KAZ,,,31611.81,31606.491,31601.172,31595.853,31590.534,31585.215,31579.896,31574.577,31569.258,31494.512,31419.765,31345.019,31270.273,31195.527,31120.78,31046.034,30971.288,30896.541,30821.795,31274.349,31726.902,32179.455,32632.009,33084.562,33377.1,33669.6,33962.012,34254.4,34546.8,34839.192
Kenya,KEN,38585.4,38688.05,38790.7,38893.35,38996,39098.65,39201.3,39303.95,39406.6,39509.25,39611.9,39267.05,38922.2,38577.35,38232.5,37887.65,37542.8,37197.95,36853.1,36508.25,36163.4,35975.54,35787.68,35599.82,35411.96,35224.1,35519.7,35815.3,36110.9,36110.9,36110.9,36110.9
Kiribati,KIR,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8
"Korea, Dem. People's Rep.",PRK,69120.3,68662.96,68205.62,67748.28,67290.94,66833.6,66376.26,65918.92,65461.58,65004.24,64546.9,64334.6,64122.3,63910,63697.7,63485.4,63273.1,63060.8,62848.5,62636.2,62423.9,62211.6,61999.3,61787,61574.7,61362.4,61150.1,60937.8,60725.5,60513.2,60300.9,60088.6
"Korea, Rep.",KOR,65510,65435,65360,65285,65210,65135,65060,64985,64910,64835,64760,64671,64582,64493,64404,64315,64226,64137,64048,63959,63870,63770,63670,63570,63470,63370,63250,63170,63070,62970,62870,62770
Kuwait,KWT,34.5,35.9,37.3,38.7,40.1,41.5,42.9,44.3,45.7,47.1,48.5,49.9,51.3,52.7,54.1,55.5,56.9,58.3,59.7,61.1,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5,62.5
Kyrgyz Republic,KGZ,,,11453.18,11497.658,11542.135,11586.613,11631.09,11675.567,11720.045,11764.523,11809,11857.78,11906.56,11955.34,12004.12,12052.9,12101.68,12150.46,12199.24,12248.02,12296.8,12341.06,12385.32,12429.58,12473.84,12518.1,12562.4,12606.642,12789,12971.4,13153.8,13336.2
Lao PDR,LAO,178430,178012,177594,177176,176758,176340,175922,175504,175086,174668,174250,173765.5,173281,172796.5,172312,171827.5,171343,170858.5,170374,169889.5,169405,169060,168715,168370,168025,167680,167335,166990,166645,166300,165955,165610
Latvia,LVA,,,31866,31934,32002,32070,32138,32206,32274,32342,32410,32541.12,32672.24,32803.36,32934.48,33065.6,33196.72,33327.84,33458.96,33590.08,33721.2,33759.84,33798.48,33837.12,33875.76,33914.4,33953.1,33991.8,34030.5,34069.2,34107.9,34146.6
Lebanon,LBN,1397,1395.48,1393.96,1392.44,1390.92,1389.4,1387.88,1386.36,1384.84,1383.32,1381.8,1380.97,1380.14,1379.31,1378.48,1377.65,1376.82,1375.99,1375.16,1374.33,1373.5,1379.46,1385.42,1391.38,1397.34,1403.3,1409.3,1415.3,1421.3,1427.3,1433.3,1439.3
Lesotho,LSO,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2,345.2
Liberia,LBR,85252.4,84949.8,84647.2,84344.6,84042,83739.4,83436.8,83134.2,82831.6,82529,82226.4,81923.8,81621.2,81318.6,81016,80713.4,80410.8,80108.2,79805.6,79503,79200.4,78897.8,78595.2,78292.6,77990,77687.4,77384.8,77082.2,76779.6,76477,76174.4,75871.8
Libya,LBY,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170,2170
Liechtenstein,LIE,65,65.2,65.4,65.6,65.8,66,66.2,66.4,66.6,66.8,67,66.999,66.998,66.998,66.997,66.996,66.995,66.994,66.994,66.993,66.992,66.994,66.995,66.997,66.998,67,67,67,67,67,67,67
Lithuania,LTU,,,19600,19675,19750,19825,19900,19975,20050,20125,20200,20350,20500,20650,20800,20950,21100,21250,21400,21550,21700,21734,21768,21802,21836,21870,21900,21960,21980,22000,22010,22026.667
Luxembourg,LUX,,,,,,,,,,,867,869,871,873,875,877,879,881,883,885,887,887,887,887,887,887,887,887,887,887,887,887
Madagascar,MDG,136934.5,136271.72,135608.94,134946.16,134283.38,133620.6,132957.82,132295.04,131632.26,130969.48,130306.7,129838.01,129369.32,128900.63,128431.94,127963.25,127494.56,127025.87,126557.18,126088.49,125619.8,125487.62,125355.44,125223.26,125091.08,124958.9,124826.8,124694.6,124562.4,124430.3,124298.1,124165.967
Malawi,MWI,35017,34597,34177,33757,33337,32917,32497,32077,31657,31237,30817,30397,29977,29557,29137,28717,28297,27877,27457,27037,26617,26197,25777,25357,24937,24517,24097,23677,23257,22837,22417,21997
Malaysia,MYS,206185,205257.85,204330.7,203403.55,202476.4,201549.25,200622.1,199694.95,198767.8,197840.65,196913.5,196169.8,195426.1,194682.4,193938.7,193195,192451.3,191707.6,190963.9,190220.2,189476.5,190509.64,191542.78,192575.92,193609.06,194642.2,193146.4,192644.9,192143.4,191641.9,191140.4,190638.9
Maldives,MDV,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
Mali,MLI,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960,132960
Malta,MLT,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.8,4.2,4.6,4.6,4.6,4.6
Marshall Islands,MHL,,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
Mauritania,MRT,4760.4,4706,4651.6,4597.2,4542.8,4488.4,4434,4379.6,4325.2,4270.8,4216.4,4162,4107.6,4053.2,3998.8,3944.4,3890,3835.6,3781.2,3726.8,3672.4,3618,3563.6,3509.2,3454.8,3400.4,3346,3292,3237,3183,3128,3073.667
Mauritius,MUS,410.7,411.56,412.42,413.28,414.14,415,415.86,416.72,417.58,418.44,419.3,415.76,412.22,408.68,405.14,401.6,398.06,394.52,390.98,387.44,383.9,383.72,383.54,383.36,383.18,383,382.9,386.5,386.9,387.3,387.7,388.1
Mexico,MEX,705916.5,703706.2,701495.9,699285.6,697075.3,694865,692654.7,690444.4,688234.1,686023.8,683813.5,682375.46,680937.42,679499.38,678061.34,676623.3,675185.26,673747.22,672309.18,670871.14,669433.1,668208.3,666983.5,665758.7,664533.9,663309.1,662031.5,660753.8,659476.1,658198.5,656920.8,655643.167
"Micronesia, Fed. Sts.",FSM,,636.08,636.36,636.64,636.92,637.2,637.48,637.76,638.04,638.32,638.6,638.87,639.14,639.41,639.68,639.95,640.22,640.49,640.76,641.03,641.3,641.58,641.86,642.14,642.42,642.7,643,643.3,643.6,643.9,644.2,644.5
Moldova,MDA,,,3292,3311,3330,3349,3368,3387,3406,3425,3444,3474.1,3504.2,3534.3,3564.4,3594.5,3624.6,3654.7,3684.8,3714.9,3745,3768.8,3792.6,3816.4,3840.2,3864,3865,3865,3865,3865,3865,3865
Mongolia,MNG,143520,143431.9,143343.8,143255.7,143167.6,143079.5,142991.4,142903.3,142815.2,142727.1,142639,142559,142479,142399,142319,142239,142159,142079,141999,141919,141839,141827.86,141816.72,141805.58,141794.44,141783.3,141772.2,141761.1,141750,141738.9,141727.8,141716.7
Montenegro,MNE,,,,,,,,,,,,,,,,,7466,7667,7868,8069,8270,8270,8270,8270,8270,8270,8270,8270,8270,8270,8270,8270
Morocco,MAR,54852.9,54874.15,54895.4,54916.65,54937.9,54959.15,54980.4,55001.65,55022.9,55044.15,55065.4,55233.43,55401.46,55569.49,55737.52,55905.55,56073.58,56241.61,56409.64,56577.67,56745.7,56765.94,56786.18,56806.42,56826.66,56846.9,56997.9,57115.9,57215.9,57320.9,57424.9,57529.567
Mozambique,MOZ,433780,431590,429400,427210,425020,422830,420640,418450,416260,414070,411880,409664.14,407448.28,405232.42,403016.56,400800.7,398584.84,396368.98,394153.12,391937.26,389721.4,387657.12,385592.84,383528.56,381464.28,379400,376282.9,374066,372241.68,369661.1,367437.6,364976.047
Myanmar,MMR,392184.8,387834.43,383484.06,379133.69,374783.32,370432.95,366082.58,361732.21,357381.84,353031.47,348681.1,345253.99,341826.88,338399.77,334972.66,331545.55,328118.44,324691.33,321264.22,317837.11,314410,311512.88,308615.76,305718.64,302821.52,299924.4,297027.3,294130.2,291233.1,288336,285438.9,282541.8
Namibia,NAM,87691.7,86981.614,86271.528,85561.442,84851.356,84141.27,83431.184,82721.098,82011.012,81300.926,80590.84,79880.746,79170.652,78460.558,77750.464,77040.37,76330.276,75620.182,74910.088,74199.994,73489.9,72779.82,72069.74,71359.66,70649.58,69939.5,69229.4,68519.3,67809.2,67099.1,66389,65678.9
Nepal,NPL,56720,56828.76,56937.52,57046.28,57155.04,57263.8,57372.56,57481.32,57590.08,57698.84,57807.6,57988.87,58170.14,58351.41,58532.68,58713.95,58895.22,59076.49,59257.76,59439.03,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3,59620.3
Netherlands,NLD,3453.3,3467.47,3481.64,3495.81,3509.98,3524.15,3538.32,3552.49,3566.66,3580.83,3595,3608.98,3622.96,3636.94,3650.92,3664.9,3678.88,3692.86,3706.84,3720.82,3734.8,3717.5,3700.2,3682.9,3665.6,3648.3,3657.6,3667,3676.3,3685.7,3695,3704.367
New Caledonia,NCL,8311.3,8318.02,8324.74,8331.46,8338.18,8344.9,8351.62,8358.34,8365.06,8371.78,8378.5,8379.67,8380.84,8382.01,8383.18,8384.35,8385.52,8386.69,8387.86,8389.03,8390.2,8389.2,8388.2,8387.2,8386.2,8385.2,8384.2,8383.2,8382.2,8381.2,8380.2,8379.2
New Zealand,NZL,93722.7,94200.87,94679.04,95157.21,95635.38,96113.55,96591.72,97069.89,97548.06,98026.23,98504.4,98502.08,98499.76,98497.44,98495.12,98492.8,98490.48,98488.16,98485.84,98483.52,98481.2,98478.18,98475.16,98472.14,98469.12,98466.1,98467.5,98508.5,98551.5,98655.2,98925.9,99085.267
Nicaragua,NIC,63993.2,62993.2,61993.2,60993.2,59993.2,58993.2,57993.2,56993.2,55993.2,54993.2,53993.2,52782.03,51570.86,50359.69,49148.52,47937.35,46726.18,45515.01,44303.84,43092.67,41881.5,41320.26,40759.02,40197.78,39636.54,39075.3,38075.3,37075.3,36075.3,35075.3,34075.3,33075.3
Niger,NER,19450,18833.1,18216.2,17599.3,16982.4,16365.5,15748.6,15131.7,14514.8,13897.9,13281,13156.8,13032.6,12908.4,12784.2,12660,12535.8,12411.6,12287.4,12163.2,12039,11914.8,11790.6,11666.4,11542.2,11418,11293.8,11169.6,11045.4,10921.2,10797,10672.8
Nigeria,NGA,265260.9,263627.85,261994.8,260361.75,258728.7,257095.65,255462.6,253829.55,252196.5,250563.45,248930.4,247297.34,245664.28,244031.22,242398.16,240765.1,239132.04,237498.98,235865.92,234232.86,232599.8,230966.74,229333.68,227700.62,226067.56,224434.5,222801.479,221168.5,219535.5,217902.5,216269.5,214636.5
North Macedonia,MKD,,,9211.1,9256.65,9302.2,9347.75,9393.3,9438.85,9484.4,9529.95,9575.5,9578.38,9581.26,9584.14,9587.02,9589.9,9592.78,9595.66,9598.54,9601.42,9604.3,9672.24,9740.18,9808.12,9876.06,9944,10016.7,10014.9,10014.9,10014.9,10014.9,10014.9
Northern Mariana Islands,MNP,,334.45,332.8,331.15,329.5,327.85,326.2,324.55,322.9,321.25,319.6,317.96,316.32,314.68,313.04,311.4,309.76,308.12,306.48,304.84,303.2,301.54,299.88,298.22,296.56,294.9,243.6,243.6,243.6,243.6,243.6,243.6
Norway,NOR,121320,121301,121282,121263,121244,121225,121206,121187,121168,121149,121130,121119,121108,121097,121086,121075,121064,121053,121042,121031,121020,121098,121176,121254,121332,121410,121488,121566,121644,121722,121800,121878
Oman,OMN,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,28,27,26,25,25,24.333
Pakistan,PAK,49867.9,49392.37,48916.84,48441.31,47965.78,47490.25,47014.72,46539.19,46063.66,45588.13,45112.6,44695.07,44277.54,43860.01,43442.48,43024.95,42607.42,42189.89,41772.36,41354.83,40937.3,40615.04,40292.78,39970.52,39648.26,39326,38682.4,38499.2,38085.8,37672.4,37259,36845.6
Palau,PLW,,382.93,384.36,385.79,387.22,388.65,390.08,391.51,392.94,394.37,395.8,396.78,397.76,398.74,399.72,400.7,401.68,402.66,403.64,404.62,405.6,406.46,407.32,408.18,409.04,409.9,410.8,411.6,412.5,413.3,414.1,414.9
Panama,PAN,46074,45908.74,45743.48,45578.22,45412.96,45247.7,45082.44,44917.18,44751.92,44586.66,44421.4,44307.25,44193.1,44078.95,43964.8,43850.65,43736.5,43622.35,43508.2,43394.05,43279.9,43165.74,43051.58,42937.42,42823.26,42709.1,42595,42480.8,42366.7,42252.5,42138.4,42024.233
Papua New Guinea,PNG,363996.8,363875.086,363753.373,363631.659,363509.945,363388.231,363266.518,363144.804,363023.09,362901.376,362779.663,362680.582,362581.501,362482.42,362383.339,362284.258,362185.177,362086.096,361987.015,361887.934,361788.853,361479.924,361170.995,360862.066,360553.138,360244.209,359898.8,359563.5,359228.2,358892.9,358557.6,358222.3
Paraguay,PRY,255458.6,252904.39,250350.18,247795.97,245241.76,242687.55,240133.34,237579.13,235024.92,232470.71,229916.5,226495.06,223073.62,219652.18,216230.74,212809.3,209387.86,205966.42,202544.98,199123.54,195702.1,191559.56,187417.02,183274.48,179131.94,174989.4,173331.3,169402.7,166609.3,163816,161022.6,158229.267
Peru,PER,764485.4,763334.69,762183.98,761033.27,759882.56,758731.85,757581.14,756430.43,755279.72,754129.01,752978.3,751730.27,750482.24,749234.21,747986.18,746738.15,745490.12,744242.09,742994.06,741746.03,740498,738787.46,737076.92,735366.38,733655.84,731945.3,730102.8,728347.8,726760.4,725032,723303.7,721575.333
Philippines,PHL,77788.1,77318.55,76849,76379.45,75909.9,75440.35,74970.8,74501.25,74031.7,73562.15,73092.6,72623.06,72153.52,71683.98,71214.44,70744.9,70275.36,69805.82,69336.28,68866.74,68397.2,68746.06,69094.92,69443.78,69792.64,70141.5,70490.4,70839.3,71188.1,71537,71885.9,72234.8
Poland,POL,88820,88997,89174,89351,89528,89705,89882,90059,90236,90413,90590,90860,91130,91400,91670,91940,92210,92480,92750,93020,93290,93472,93654,93836,94018,94200,94350,94470,94590,94710,94830,94950
Portugal,PRT,33990,33872,33754,33636,33518,33400,33282,33164,33046,32928,32810,32781,32752,32723,32694,32665,32636,32607,32578,32549,32520,32640,32760,32880,33000,33120,33120,33120,33120,33120,33120,33120
Puerto Rico,PRI,3203.3,3312.12,3420.94,3529.76,3638.58,3747.4,3856.22,3965.04,4073.86,4182.68,4291.5,4353.8,4416.1,4478.4,4540.7,4603,4665.3,4727.6,4789.9,4852.2,4914.5,4919.36,4924.22,4929.08,4933.94,4938.8,4943.7,4948.6,4953.5,4958.4,4963.3,4968.2
Romania,ROU,63710,63705,63700,63695,63690,63685,63680,63675,63670,63665,63660,63809,63958,64107,64256,64405,64554,64703,64852,65001,65150,65921.92,66693.84,67465.76,68237.68,69009.6,69290.5,69290.5,69290.5,69290.5,69290.5,69290.5
Russian Federation,RUS,,,8090136.2,8090454.8,8090773.4,8091092,8091410.6,8091729.2,8092047.8,8092366.4,8092685,8098552.1,8104419.2,8110286.3,8116153.4,8122020.5,8127887.6,8133754.7,8139621.8,8145488.9,8151356,8150945.72,8150535.44,8150125.16,8149714.88,8149304.6,8151210.3,8153116,8153116,8153116,8153116,8153116
Rwanda,RWA,3170,3140,3110,3080,3050,3020,2990,2960,2930,2900,2870,2848,2826,2804,2782,2760,2738,2716,2694,2672,2650,2660,2670,2680,2690,2700,2720,2730,2740,2750,2760,2770
Samoa,WSM,1761.3,1756.48,1751.66,1746.84,1742.02,1737.2,1732.38,1727.56,1722.74,1717.92,1713.1,1708.28,1703.46,1698.64,1693.82,1689,1684.18,1679.36,1674.54,1669.72,1664.9,1660.06,1655.22,1650.38,1645.54,1640.7,1635.9,1631.1,1626.3,1621.5,1616.7,1611.9
San Marino,SMR,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Sao Tome and Principe,STP,586.2,585.94,585.68,585.42,585.16,584.9,584.64,584.38,584.12,583.86,583.6,583.34,583.08,582.82,582.56,582.3,582.04,581.78,581.52,581.26,581,574.8,568.6,562.4,556.2,550,543.8,537.6,531.4,525.2,519,512.8
Saudi Arabia,SAU,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770,9770
Senegal,SEN,93031.6,92581.6,92131.6,91681.6,91231.6,90781.6,90331.6,89881.6,89431.6,88981.6,88531.6,88146.6,87761.6,87376.6,86991.6,86606.6,86221.6,85836.6,85451.6,85066.6,84681.6,84281.6,83881.6,83481.6,83081.6,82681.6,82281.6,81881.6,81481.6,81081.6,80681.6,80281.6
Serbia,SRB,,,,,,,,,,,,,,,,,26118,26371,26624,26877,27130,27143.06,27156.12,27169.18,27182.24,27195.3,27201.8,27218.6,27220,27222.2,27226.5,27229.4
Seychelles,SYC,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337,337
Sierra Leone,SLE,31267,31069.73,30872.46,30675.19,30477.92,30280.65,30083.38,29886.11,29688.84,29491.57,29294.3,29097.03,28899.76,28702.49,28505.22,28307.95,28110.68,27913.41,27716.14,27518.87,27321.6,27124.34,26927.08,26729.82,26532.56,26335.3,26138,25940.7,25743.4,25546.1,25348.8,25151.5
Singapore,SGP,148.269,150.456,152.642,154.829,157.015,159.202,161.389,163.575,165.762,167.948,170.135,170.861,171.588,172.315,173.042,173.769,174.496,175.223,175.95,176.677,177.404,174.866,172.328,169.79,167.252,164.714,162.855,161.1,159.3,157.5,155.7,153.9
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7
Slovak Republic,SVK,,,,19021.59,19020.52,19019.45,19018.38,19017.31,19016.24,19015.17,19014.1,19030.6,19047.1,19063.6,19080.1,19096.6,19113.1,19129.6,19146.1,19162.6,19179.1,19186.78,19194.46,19202.14,19209.82,19217.5,19233.7,19259,19259,19259,19259,19259
Slovenia,SVN,,,11970,12015,12060,12105,12150,12195,12240,12285,12330,12344,12358,12372,12386,12400,12414,12428,12442,12456,12470,12472,12474,12476,12478,12480,12459.7,12439.3,12419,12398.6,12378.3,12357.933
Solomon Islands,SLB,25449.1,25441.79,25434.48,25427.17,25419.86,25412.55,25405.24,25397.93,25390.62,25383.31,25376,25368.68,25361.36,25354.04,25346.72,25339.4,25332.08,25324.76,25317.44,25310.12,25302.8,25295.48,25288.16,25280.84,25273.52,25266.2,25258.9,25251.6,25244.3,25237,25229.7,25222.4
Somalia,SOM,82825,82057.5,81290,80522.5,79755,78987.5,78220,77452.5,76685,75917.5,75150,74382.5,73615,72847.5,72080,71312.5,70545,69777.5,69010,68242.5,67475,66707.5,65940,65172.5,64405,63637.5,62870,62102.5,61335,60567.5,59800,59032.5
South Africa,ZAF,181420.9,181056.9,180692.9,180328.9,179964.9,179600.9,179236.9,178872.9,178508.9,178144.9,177780.9,177416.9,177052.9,176688.9,176324.9,175960.9,175596.9,175232.9,174868.9,174504.9,174140.9,173776.9,173412.9,173048.9,172684.9,172320.9,171956.9,171592.9,171228.9,170864.9,170500.9,170136.9
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,71570,71570,71570,71570,71570,71570,71570,71570,71570,71570
Spain,ESP,139046.6,142235.87,145425.14,148614.41,151803.68,154992.95,158182.22,161371.49,164560.76,167750.03,170939.3,172390.71,173842.12,175293.53,176744.94,178196.35,179647.76,181099.17,182550.58,184001.99,185453.4,185465.08,185476.76,185488.44,185500.12,185511.8,185552.4,185593,185635.9,185678.8,185721.7,185764.6
Sri Lanka,LKA,23503.3,23319.39,23135.48,22951.57,22767.66,22583.75,22399.84,22215.93,22032.02,21848.11,21664.2,21601.4,21538.6,21475.8,21413,21350.2,21287.4,21224.6,21161.8,21099,21036.2,21086.6,21137,21187.4,21237.8,21288.2,21256.6,21225,21193.4,21161.8,21130.2,21098.6
St. Kitts and Nevis,KNA,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110
St. Lucia,LCA,212.7,212.44,212.18,211.92,211.66,211.4,211.14,210.88,210.62,210.36,210.1,209.86,209.62,209.38,209.14,208.9,208.66,208.42,208.18,207.94,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4,12.4
St. Vincent and the Grenadines,VCT,275.4,276.4,277.4,278.4,279.4,280.4,281.4,282.4,283.4,284.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4,285.4
Sudan,SDN,307273.1,305528.95,303784.8,302040.65,300296.5,298552.35,296808.2,295064.05,293319.9,291575.75,289831.6,288086.61,286341.62,284596.63,282851.64,281106.65,279361.66,277616.67,275871.68,274126.69,272381.7,270639.22,197326.74,195584.26,193841.78,192099.3,190481.9,188760.3,187038.7,185317.1,183595.5,181873.9
Suriname,SUR,153776.3,153739.54,153702.78,153666.02,153629.26,153592.5,153555.74,153518.98,153482.22,153445.46,153408.7,153367.69,153326.68,153285.67,153244.66,153203.65,153162.64,153121.63,153080.62,153039.61,152998.6,152902.22,152805.84,152709.46,152613.08,152516.7,152403.2,152330.2,152207.8,152085.3,151962.9,151840.433
Sweden,SWE,280630,280730,280830,280930,281030,281130,281230,281330,281430,281530,281630,281540,281450,281360,281270,281180,281090,281000,280910,280820,280730,280544,280358,280172,279986,279800,279800,279800,279800,279800,279800,279800
Switzerland,CHE,11535,11577.68,11620.36,11663.04,11705.72,11748.4,11791.08,11833.76,11876.44,11919.12,11961.8,12000.34,12038.88,12077.42,12115.96,12154.5,12193.04,12231.58,12270.12,12308.66,12347.2,12381.58,12415.96,12450.34,12484.72,12519.1,12553.5,12587.9,12622.3,12656.7,12691.1,12725.5
Syrian Arab Republic,SYR,3720.8,3780.8,3840.8,3900.8,3960.8,4020.8,4080.8,4140.8,4200.8,4260.8,4320.8,4380.8,4440.8,4500.8,4560.8,4620.8,4680.8,4740.8,4800.8,4860.8,4920.8,4980.8,5040.8,5100.8,5160.8,5220.8,5220.8,5220.8,5220.8,5220.8,5220.8,5220.8
Tajikistan,TJK,,,4084,4086,4088,4090,4092,4094,4096,4098,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4100,4123.6,4147.2,4170.8,4194.4,4218,4218,4218,4218,4228,4238,4248
Tanzania,TZA,573900.1,570180.1,566460.1,562740.1,559020.1,555300.1,551580.1,547860.1,544140.1,540420.1,536700.1,532980.1,529260.1,525540.1,521820.1,518100.1,514380.1,510660.1,506940.1,503220.1,499500.1,495780.08,492060.06,488340.04,484620.02,480900,476210,471520,466830,462140,457450,452760
Thailand,THA,193610,193247,192884,192521,192158,191795,191432,191069,190706,190343,189980,191055,192130,193205,194280,195355,196430,197505,198580,199655,200730,200706,200682,200658,200634,200610,200170,199810,199450,199090,198730,198370
Timor-Leste,TLS,9631,9617,9603,9589,9575,9561,9547,9533,9519,9505,9491,9477,9463,9449,9435,9421,9407,9393,9379,9365,9351,9337,9323,9309,9295,9281,9267,9256,9239,9225,9211,9197
Togo,TGO,13616.6,13523.404,13430.208,13337.012,13243.816,13150.62,13057.424,12964.228,12871.032,12777.836,12684.64,12655.046,12625.452,12595.858,12566.264,12536.67,12507.076,12477.482,12447.888,12418.294,12388.7,12359.1,12329.5,12299.9,12270.3,12240.7,12211.1,12181.5,12151.9,12122.3,12092.7,12063.1
Tonga,TON,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5,89.5
Trinidad and Tobago,TTO,2420.6,2415.19,2409.78,2404.37,2398.96,2393.55,2388.14,2382.73,2377.32,2371.91,2366.5,2362.26,2358.02,2353.78,2349.54,2345.3,2341.06,2336.82,2332.58,2328.34,2324.1,2319.86,2315.62,2311.38,2307.14,2302.9,2298.7,2294.5,2290.3,2286.1,2281.9,2277.7
Tunisia,TUN,6439.769,6463.642,6487.515,6511.388,6535.261,6559.135,6583.008,6606.881,6630.754,6654.627,6678.5,6698.08,6717.66,6737.24,6756.82,6776.4,6795.98,6815.56,6835.14,6854.72,6874.3,6889.6,6904.9,6920.2,6935.5,6950.8,6966.1,6981.4,6996.7,7012,7027.3,7042.6
Turkiye,TUR,197834.8,198199.67,198564.54,198929.41,199294.28,199659.15,200024.02,200388.89,200753.76,201118.63,201483.5,202418.23,203352.96,204287.69,205222.42,206157.15,207091.88,208026.61,208961.34,209896.07,210830.8,211925.24,213019.68,214114.12,215208.56,216303,216303,217524.6,219083.6,220643.6,222203.6,223763.6
Turkmenistan,TKM,,,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270,41270
Turks and Caicos Islands,TCA,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2,105.2
Tuvalu,TUV,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Uganda,UGA,35754.7,35342.18,34929.66,34517.14,34104.62,33692.1,33279.58,32867.06,32454.54,32042.02,31629.5,31216.97,30804.44,30391.91,29979.38,29566.85,29154.32,28741.79,28329.26,27916.73,27504.2,27091.68,26679.16,26266.64,25854.12,25441.6,25029.1,24616.6,24204.1,23791.5,23379,22966.433
Ukraine,UKR,,,93212,93448,93684,93920,94156,94392,94628,94864,95100,95138,95176,95214,95252,95290,95328,95366,95404,95442,95480,95698,95916,96134,96352,96570,96640,96710,96780,96840,96900,96960
